SP1	0.000	1.790	1.790	ci sono delle università
SP2	2.560	4.960	2.400	sì [no le università è pro]prio in città
SP1	2.880	4.120	1.240	[o più nella capita-]
SP1	5.120	6.710	1.590	ok (.) ok ok ok
SP1	6.960	10.640	3.680	[e s-] in capitale in capitale ok e se devi
SP2	6.970	7.970	1.000	[di:] in capitale
SP3	10.928	11.928	1.000	°solo che°
SP2	14.060	15.540	1.480	va be' adesso faccio finire qui
SP3	15.725	16.257	0.532	°sì°
SP2	17.413	19.713	2.300	detali così che ci vengono
SP3	19.743	21.180	1.437	vengono abbastanza bene no
SP1	21.320	23.449	2.129	sì (.) proviamo vedere se:
SP1	25.806	27.625	1.819	>allora< dimmi la capitale è molto [grande,]
SP2	27.139	33.194	6.055	[la capitale] è molto grande (.) e trecentosei virgola quattro e: <chilometri quadr[ati>]
SP1	32.944	35.028	2.084	[ok] e po[po]lazione?
SP2	33.583	33.986	0.403	[in]
SP2	34.847	39.000	4.153	e: quattordici <milioni> quattordici punto quattro mi[lioni]
SP3	38.764	41.458	2.694	[cioè] bologna è trecentocinquantamila persone
SP2	41.458	45.083	3.625	beh [trecentocinquantamila] ma devo essere quanto grande bologna
SP1	41.861	43.361	1.500	[eh ((ride))]
SP3	45.569	49.480	3.911	non so di kilometri quadrati però decisamente più grande ((ride))
SP1	49.480	53.333	3.853	ma infatti mi sembrava impossibile ma il ragazzo ie[ri insisteva] (.) infa-
SP2	52.222	55.264	3.042	[e guarda che bolo]nia è centoqua- centoquaran[ta]
SP1	54.861	55.764	0.903	[eh] (.) sì
SP2	55.583	59.653	4.070	centoquaranta virgola nove kilometri quadrati che separiamo fino a
SP2	59.972	63.375	3.403	da:mh dove di: pilastro, fino a di:
SP1	63.333	63.750	0.417	mh mh
SP2	63.806	65.694	1.888	fino a di:mh
SP1	66.014	67.542	1.528	tipo casalecchio la [ba]rca xxxx
SP2	66.986	67.389	0.403	[sì]
SP2	67.431	69.569	2.138	[sì proprio sì casa]lecchio
SP3	67.444	68.833	1.389	[xxxx]
SP3	69.361	70.736	1.375	[sì] sì [sì sì]
SP2	69.642	73.639	3.997	[sì pro]prio il quadrato di: dentro c'è proprio quelle che le-
SP2	73.735	76.301	2.566	mh quelle che comune di bologna (.) esempio
SP1	76.325	76.639	0.314	mh mh
SP2	76.627	79.361	2.734	però è f- non è il f(u)ori che hanno contato
SP1	79.446	82.325	2.879	sì [sì certo (.) °sì sì sì°]
SP2	79.680	82.566	2.886	[c'è proprio la città e il capitale che hanno entrato] c'è proprio
SP3	82.627	83.482	0.855	sì sì certo
SP1	83.482	90.012	6.530	no ma io- a me mi sembrava impossibile che una città italiana neanche la capitale fosse grande come [la capita- ((ride))]
SP2	88.976	91.867	2.891	[beh no è come] è più g- cioè è come grande della venezia
SP2	92.000	98.843	6.843	che venezia è una città bella grande quattrocentoquatto- e: <quattrocentoquattordici metri quadrati>
SP1	98.795	101.540	2.745	(>guarda<) che s- mh perché conteranno tutta la provincia
SP1	101.540	105.675	4.135	perché venezia città è un'isoletta grande così pratica[mente ((ride)) sì]
SP2	104.446	110.542	6.096	[assolutamente ((ride))] poi se andiamo ancora un po' avanti ci sono colli che non con- non contano [neanche]
SP1	110.000	113.800	3.800	[no infa]tti infatti no ma mi sembrava strano infatti ma
SP1	113.840	120.494	6.654	no e quindi mi dicevi che nella (.) nella zona della tua famiglia ci sono delle ini- delle iniziative culturali [delle:]
SP2	119.277	120.398	1.121	[sì sì]
SP1	120.663	125.229	4.566	o e [dei siti storici] o che cosa: [anche o archeolo]gici
SP2	120.976	121.976	1.000	[ma adesso uguale]
SP2	123.627	124.627	1.000	[no sì dei si-]
SP2	125.325	132.301	6.976	no guar[da] che là e: sì proprio:mh ci sono la città un po' un po' più culturale
SP1	125.699	126.120	0.421	[°no°]
SP1	132.578	134.036	1.458	[ok un po' culturale]
SP2	132.687	135.940	3.253	[poi adesso guarda che] è un po' c'è persa
SP2	136.080	138.614	2.534	un po': che andava dice a vivere la città
SP2	138.720	141.747	3.027	che adesso tutti quanti che sta perdendo il lavoro °e questo°
SP1	141.747	142.193	0.446	là
SP2	142.265	142.711	0.446	là
SP1	142.795	144.337	1.542	okay (.) [ma] cioè
SP2	143.494	146.699	3.205	[sì (.) cioè tutti] tutti adesso tornando come la città
SP2	146.840	149.140	2.300	c'è anda[to] verso la cit[tà per vivere]
SP1	147.024	147.590	0.566	[mh:]
SP1	148.084	151.361	3.277	[ok cioè si spostano] dal ok ho capito
SP1	151.651	154.494	2.843	cioè c'è uno spostamento delle persone verso le cit[tà grandi]
SP2	153.735	155.036	1.301	[verso le citt- e grandi]
SP1	154.651	155.590	0.939	per lavorare
SP2	155.590	155.964	0.374	sì
SP1	156.072	157.675	1.603	sì sì [è chiaro è chiaro]
SP2	156.398	157.675	1.277	[per vivere meglio eh]
SP1	157.759	163.566	5.807	sì sì certo ma vengono anche molti persone del bangladesh i- in europa, per cercare lavoro?
SP2	163.916	167.960	4.044	da tutto il mondo che guarda che ci sono mucchio di gente che stanno
SP2	168.060	171.012	2.952	cioè guarda che il bangladesh se parliamo
SP2	171.133	176.361	5.228	che: sta gue- c'è proprio mh:
SP2	176.602	182.590	5.988	più della quaranta per cento del lavaggio e dell'anno (.) avviene fuori dalla: fuori dal paese
SP3	182.976	183.312	0.336	ok
SP3	184.327	186.440	2.113	ah è una cifra molto alta ((ride))
SP2	185.690	186.208	0.518	sì
SP1	186.748	187.708	0.960	sì infatti (.) infatti
SP2	187.894	191.720	3.826	si dice manpower significa che è il gente
SP2	191.720	194.722	3.002	che vanno fuori del paese per lavorare, [per]
SP1	194.258	194.825	0.567	[mh mh]
SP2	195.443	198.443	3.000	per portare soldi del [sì sol]di in pae[se]
SP1	196.577	197.268	0.691	[mh mh]
SP1	197.598	198.371	0.773	[mh mh mh]
SP1	198.485	203.074	4.589	e tornano (.) a [a volte] le persone [dopo che han-]
SP2	200.493	201.765	1.272	[assolutamente sì tornano
SP2	202.125	203.221	1.096	[tutti quanti tornano] ((ride))
SP1	203.103	204.103	1.000	ah tutti [tornano]
SP2	203.537	204.456	0.919	[tutti quanti ]torna[no]
SP1	204.390	207.897	3.507	[cioè] quindi stanno un periodo fuo[ri per lavo]ro e poi tornano a vivere là
SP2	205.735	206.735	1.000	[sì sì]
SP1	208.162	208.684	0.522	okay
SP1	209.487	210.671	1.184	ah interessante vedi è
SP1	210.737	215.368	4.631	è proprio (.) una: zona che non conosco del mondo diciamo non ci sono:
SP2	215.342	220.026	4.684	[sì dipende come:] alcune persone come noi nostra famiglia e:
SP1	215.447	216.697	1.250	non ci sono
SP2	220.105	222.316	2.211	c'è come mh:
SP2	222.355	225.987	3.632	come su- io sono ormai già sono già italiano ho già preso la cittadinanza
SP1	226.053	226.539	0.486	mh [mh]
SP2	226.263	228.737	2.474	[ade]sso il mio obiettivo è per essere qui
SP2	229.487	233.697	4.210	cioè proprio per: mia famiglia è qui allora: sono cresciuto qui
SP2	233.776	236.750	2.974	cioè non ho tanto molti amici (.) [in] banglad[esh]
SP1	235.553	236.329	0.776	mh [mh]
SP1	236.592	237.342	0.750	[mh mh]
SP2	236.829	239.526	2.697	[ho] parente [ma non] è non è che ho molto amici
SP2	239.671	242.395	2.724	cioè in italia lo conosco tutto [quanto]
SP1	241.566	242.382	0.816	[mh mh]
